fid,X,Y,CITY_NAME,CNTRY_NAME,POP,POP_RANK,max_dtw
"1387","127.728000416884","37.8590039382913",Ch'unch'on,South Korea,"0","0","0.59152"
"1388","126.633420337934","37.486242067255",Inch`on,South Korea,"2938875","2",
"1389","127.497996334003","36.6350040541062",Ch'ungju,South Korea,"0","0","0.57416"
"1390","126.935244328844","37.5423570795889",Seoul,South Korea,"9704546","1","0.57807"
"1391","125.313003385606","43.8810029434239",Changchun,China,"4693000","2","0.56962"
"1392","126.567063376458","43.8502140467226",Jilin,China,"2492000","2","0.57468"
"1393","123.905997439645","41.8589999808216",Fushun,China,"1567000","2","0.56844"
"1394","128.168793282091","41.3898119400408",Hyesan,North Korea,"0","0","0.58521"
"1395","126.595998359727","40.9689990753762",Kanggye,North Korea,"0","0","0.58404"
"1396","124.401996315447","40.09599896816",Sinuiju,North Korea,"0","0","0.63574"
"1397","127.557999384906","39.9140010328355",Hamhung,North Korea,"0","0","0.58047"
"1398","125.46399630257","39.4880040615839",Sin-Ni,North Korea,"0","0","0.55255"
"1399","130.797450402664","33.681860948418",Kita Kyushu,Japan,"961286","3","0.72601"
"1400","130.401990296501","33.5799989714409",Fukuoka,Japan,"1538681","2","0.70674"
"1401","126.533340288998","33.508196935647",Cheju,South Korea,"652693","3",
"1402","129.866004445776","32.7650040309122",Nagasaki,Japan,"429508","4",
"1403","127.692000439759","26.2050029221527",Naha,Japan,"319435","4","0.54614"
"1404","114.230115436499","22.3799040766205",Kowloon,China,"0","0",
"1405","114.176997333231","22.2740009886894",Hong Kong,China,"7803000","1",
"1406","113.545170297496","22.1992109799477",Macau,China,"672000","3",
"1407","121.033341283145","14.6499930724741",Quezon City,Philippines,"2936116","2","0.43661"
"1408","120.966948411715","14.6167020628478",Manila,Philippines,"1780148","2",
"1409","116.087580313676","5.96724304593193",Kota Kinabalu,Malaysia,"252979","4","0.45613"
"1410","114.966999442216","4.93299897100764",Bandar Seri Begawan,Brunei,"0","0","0.43556"
"1411","128.750004327482","71.7000029735309",Tiksi,Russia,"0","0","0.5738"
"1412","133.409997358061","67.5800009946776",Uttyakh,Russia,"0","0","0.51733"
"1413","110.750004346602","50.329997944658",Chatanga,Russia,"0","0","0.55695"
"1414","106.911999430501","47.9289960319097",Ulaanbaatar,Mongolia,"1515593","2","0.49414"
"1415","106.947000382776","47.7109979539766",Dzuunmod,Mongolia,"0","0","0.48937"
"1416","110.66100342864","47.3300009541311",Ondorhaan,Mongolia,"0","0","0.48084"
"1417","100.283004378158","64.3329989575566",Tura,Russia,"0","0","0.56661"
"1418","96.239340342193","46.3273649200206",Altay,Mongolia,"0","0","0.49315"
"1419","92.8333353170751","56.016665993079",Krasnoyarsk,Russia,"1007654","2","0.55815"
"1420","91.4429973817052","53.719002006063",Abakan,Russia,"168655","5","0.51027"
"1421","94.3859973319955","51.7100040732585",Kyzyl,Russia,"112659","5","0.52094"
"1422","92.0690013784452","49.9840020625715",Ulaangom,Mongolia,"0","0","0.45035"
"1423","100.158003317586","49.6369980540341",Moron,Mongolia,"0","0","0.48365"
"1424","91.636002297128","48.0050010216762",Hovd,Mongolia,"0","0","0.51892"
"1425","97.0000023639121","47.8099980565539",Uliastay,Mongolia,"0","0","0.46516"
"1426","100.123002365311","46.6920000540445",Bayanhongor,Mongolia,"0","0","0.4691"
"1427","106.200000360981","50.2499970209764",Suchboatar,Mongolia,"0","0","0.48917"
"1428","106.176330405808","49.9024619753771",Darhan,Mongolia,"0","0","0.48619"
"1429","104.247999302929","52.3169999549849",Irkutsk,Russia,"601993","3","0.5594"
"1430","107.565003410084","51.8460030123269",Ulan Ude,Russia,"413850","4","0.53204"
"1431","103.554999412305","48.8140019785903",Bulgan,Mongolia,"0","0","0.47744"
"1432","101.457999420904","47.4579989237681",Tsetserleg,Mongolia,"0","0","0.49121"
"1433","102.771999413385","46.2680009670084",Arvayheer,Mongolia,"0","0","0.50181"
"1434","106.264998370649","45.7610040472256",Mandalgovi,Mongolia,"0","0","0.52099"
"1435","104.699997397659","52.8329970345327",Ust' Ordynskiy,Russia,"0","0","0.54468"
"1436","129.830004303167","62.0099999187907",Yakutsk,Russia,"298926","4","0.53369"
"1437","113.49900035662","52.0450020768479",Chita,Russia,"329868","4","0.53866"
"1438","127.533339341001","50.2833330421579",Blagoveshchensk,Russia,"222065","5","0.53249"
"1439","114.506001353206","48.0600000122133",Choybalsan,Mongolia,"0","0","0.49514"
"1440","123.964965390261","47.3440050087785",Qiqihar,China,"1982000","2","0.53697"
"1441","113.280003419321","46.6790039603645",Baruun Urt,Mongolia,"0","0","0.47298"
"1442","126.622998342571","45.7550009620097",Harbin,China,"7471000","1","0.55373"
"1443","114.533001336049","51.1669980747492",Aginskoye,Russia,"0","0","0.49714"
"1444","132.899994427611","48.8169990531393",Birobidzhan,Russia,"0","0","0.57956"
"1445","150.833304328409","59.633297957505",Magadan,Russia,"101933","5","0.58051"
"1446","143.247420372083","59.3827469270649",Okhotsk,Russia,"0","0","0.56535"
"1447","158.720004314678","53.1999990813321",Petropavloski-Kamchatskiy,Russia,"180702","5","0.60228"
"1448","135.126999374466","48.4319970177775",Khabarovsk,Russia,"589596","3","0.58898"
"1449","142.749999329715","46.9600019982663",Yuzhno-Sakhalinsk,Russia,"195104","5","0.61112"
"1450","159.983001416021","59.0830020728471",Palana,Russia,"0","0","0.60278"
"1451","177.480252442646","64.7552700642248",Anadyr,Russia,"0","0","0.60231"
"1452","171.367659408365","7.12098005783611",Majuro,Marshall Is.,"27797","7",
"1453","158.216706285642","6.96670195927221",Palikir,Micronesia,"0","0","0.38431"
"1454","172.921113428078","1.34075698115504",Tarawa,Kiribati,"63017","6",
"1455","141.345990292819","43.0550010227971",Sapporo,Japan,"1952356","2","0.66973"
"1456","140.750001391191","40.816665078839",Aomori,Japan,"287648","4","0.65332"
"1457","140.891013326743","38.2539960566665",Sendai,Japan,"1082159","2","0.67047"
"1458","145.735002342345","15.1499969837927",Saipan,Northern Mariana Is.,"3983","7",
"1459","144.746991423055","13.4669970602963",Hagatna,Guam,"1051","7",
"1460","139.809006365241","35.683002048058",Tokyo,Japan,"9272740","1","0.65985"
"1461","139.727214411918","35.5045770704161",Kawasaki,Japan,"1475213","2",
"1462","139.619997383734","35.4369960263139",Yokohama,Japan,"3724844","2","0.64724"
"1463","136.921005405488","35.1549989635623",Nagoya,Japan,"2295638","2","0.66913"
"1464","135.755001420906","35.0090010053628",Kyoto,Japan,"1475183","2","0.68388"
"1465","135.221211372853","34.6901490769034",Kobe,Japan,"1537272","2","0.70135"
"1466","135.51900335441","34.6359960388313",Osaka,Japan,"2691185","2","0.70923"
"1467","136.76199331589","35.4099960434701",Gifu,Japan,"406735","4","0.66261"
"1468","100.351998321741","-0.953999954422569",Padang,Indonesia,"833562","3","0.37684"
"1469","107.606997370824","-6.91199997473667",Bandung,Indonesia,"2394873","2","0.35769"
"1470","110.426004386994","-6.97100400079034",Semarang,Indonesia,"1555984","2","0.41456"
"1471","110.368998410639","-7.79699698529969",Yogyakarta,Indonesia,"388627","4","0.38889"
"1472","133.929990371524","-23.6300040063453",Alice Springs,Australia,"0","0","0.51104"
"1473","115.853004413746","-31.9560030368317",Perth,Australia,"2020138","2","0.60415"
"1474","115.934571309294","-32.0441669384471",Fremantle,Australia,"0","0","0.60232"
"1475","96.826077383411","-12.1575329377433",West Island,Cocos Is.,"0","0",
"1476","105.716700370207","-10.4166989576628",The Settlement,Christmas I.,"0","0",
"1477","109.339002301243","-0.023003947603625",Pontianak,Indonesia,"234021","5","0.31408"
"1478","103.61667633042","-1.60000198942441",Jambi,Indonesia,"531857","3","0.34403"
"1479","104.757003374013","-2.99099706040425",Palembang,Indonesia,"1455284","2","0.32425"
"1480","102.266676360814","-3.79999801731838",Bengkulu,Indonesia,"308544","4","0.36412"
"1481","105.254001440149","-5.40899993686544",Tanjungkarang-Telukbetung,Indonesia,"1798601","2",
"1482","106.800003399727","-6.16666504951912",Jakarta,Indonesia,"9607787","1","0.41586"
"1483","119.851002406577","-0.899000963885337",Palu,Indonesia,"0","0","0.52523"
"1484","128.199996384391","-3.71666706596567",Ambon,Indonesia,"331254","4",
"1485","122.588361440207","-3.95543698375049",Kendari,Indonesia,"268507","4",
"1486","119.722788315282","-5.19042597579875",Makassar,Indonesia,"1338663","2","0.44376"
"1487","125.58099639371","-8.57099698993847",Dili,Timor Leste,"222323","5","0.37314"
"1488","130.83200140487","-12.4129980054389",Darwin,Australia,"134544","5",
"1489","133.219998287821","-15.7499999853723",Birdum,Australia,"0","0","0.57522"
"1490","117.15399937643","-0.502002025176746",Samarinda,Indonesia,"727500","3","0.40403"
"1491","116.859996308731","-1.20999605918018",Balikpapan,Indonesia,"557579","3",
"1492","113.933340352027","-2.26666796893221",Palangkaraya,Indonesia,"220962","5","0.35685"
"1493","114.588999351436","-3.32800204981079",Bandjermasin,Indonesia,"625481","3","0.31214"
"1494","112.684374444651","-7.39999804659118",Surabaja,Indonesia,"2765487","2",
"1495","116.136999360714","-8.58999600335069",Mataram,Indonesia,"402843","4","0.36359"
"1496","115.217271301724","-8.70668994972141",Denpasar,Indonesia,"788589","3",
"1497","123.587289316485","-10.1724659278417",Kupang,Indonesia,"0","0","0.53037"
"1498","140.718987436713","-2.54199604022405",Jayapura,Indonesia,"256705","4","0.31579"
"1499","141.30399633208","-2.69000098424051",Vanimo,Papua New Guinea,"0","0","0.34453"
"1500","143.620002362382","-3.5649989756725",Wewak,Papua New Guinea,"0","0","0.33334"
"1501","145.782972414464","-5.23125906867007",Madang,Papua New Guinea,"0","0",
"1502","143.718003440109","-5.49000005088033",Wabag,Papua New Guinea,"0","0","0.303"
"1503","167.962950285781","-29.063771983786",Kingston,Norfolk I.,"0","0",
"1504","176.841000320613","-39.6399959662316",Hastings,New Zealand,"0","0",
"1505","175.034997386245","-39.9300029345324",Wanganui,New Zealand,"0","0","0.61489"
"1506","174.807216410839","-41.3348400516574",Wellington,New Zealand,"216300","5",
"1507","150.480000356972","-23.429996980857",Rockhampton,Australia,"0","0","0.57757"
"1508","153.026001368553","-27.453995931682",Brisbane,Australia,"2379724","2","0.93236"
"1509","151.779555446338","-32.9279580695866",Newcastle,Australia,"322278","4",
"1510","-76.6183855693","39.3218819665743",Baltimore,United States,"593490","3","0.66444"
"1511","-75.5250025991401","39.1290029842161",Dover,United States,"38166","7","0.66685"
"1512","-76.491998583084","38.9590019522383",Annapolis,United States,"39223","7",
"1513","-76.9538336884421","38.8909080742766",Washington D.C.,United States,"705749","3","0.65758"
"1514","-77.4729986216753","37.5630029863759",Richmond,United States,"230436","5","0.59246"
"1515","-76.2685736340358","36.8792910316002",Norfolk,United States,"242742","5","0.70835"
"1516","-78.6439975650226","35.7910019794331",Raleigh,United States,"474069","4","0.65239"
"1517","-74.0112206389468","40.6639620537421",Brooklyn,United States,"2560000","2",
"1518","-75.3691676303118","39.8691630699315",Chester,United States,"34000","7","0.67619"
"1519","-77.6356106427927","43.2104669630656",Rochester,United States,"205695","5","0.64168"
"1520","-73.7690036965439","42.6590009434545",Albany,United States,"96460","6","0.64736"
"1521","-74.1999956265605","40.7199959790829",Newark,United States,"282011","4","0.69446"
"1522","-73.9052366295063","40.7078640410705",New York,United States,"8336817","1","0.70458"
"1523","-76.9040006012896","40.2650009752882",Harrisburg,United States,"49271","7","0.63591"
"1524","-74.7809996518941","40.2249959626467",Trenton,United States,"83203","6","0.68544"
"1525","-75.2182286610203","39.9275549719303",Philadelphia,United States,"1584064","2",
"1526","-69.7719956269613","44.3210039693229",Augusta,United States,"18697","7","0.61301"
"1527","-72.5799956630328","44.2619999432694",Montpelier,United States,"7372","7","0.59822"
"1528","-71.5439966339043","43.2060030413626",Concord,United States,"43627","7","0.62727"
"1529","-71.1029965831555","42.3749970603697",Boston,United States,"692600","3","0.66266"
"1530","-71.4259976833982","41.8159980591148",Providence,United States,"179883","5",
"1531","-72.7029986739049","41.7600000437279",Hartford,United States,"122105","5","0.67417"
"1532","-66.8982775618213","10.4960429483843",Caracas,Venezuela,"2082130","2","0.4964"
"1533","-67.0400005806563","10.3419990091979",Los Teques,Venezuela,"216358","5","0.48979"
"1534","-64.691999608746","10.133000925546",Barcelona,Venezuela,"0","0","0.51117"
"1535","-67.3540016866179","9.90099895844917",San Juan De Los Morros,Venezuela,"0","0","0.48077"
"1536","-63.5529956070072","8.12700006729056",Ciudad Bolivar,Venezuela,"407452","4","0.45931"
"1537","-67.4800016065554","7.90194593161897",San Fernado de Apure,Venezuela,"217590","5","0.39514"
"1538","-67.4890016008366","6.18499802836988",Puerto Carreno,Colombia,"0","0","0.49187"
"1539","-60.6639956224045","2.81799899104368",Boa Vista,Brazil,"277799","4","0.43532"
"1540","-64.6333015619778","10.2327030098052",Puerto La Cruz,Venezuela,"94796","6","0.54163"
"1541","-63.8833316049538","11.0333339687281",La Asuncion,Venezuela,"0","0","0.43671"
"1542","-61.4900605923055","10.6397370430824",Port of Spain,Trinidad & Tobago,"37074","7","0.5386"
"1543","-64.1819966782962","10.4540039760894",Cumana,Venezuela,"358138","4","0.48743"
"1544","-63.1819976262927","9.74199597045213",Maturin,Venezuela,"571276","3","0.45538"
"1545","-62.0499955691359","9.05699704925974",Tucupita,Venezuela,"0","0","0.48127"
"1546","-58.1699966922946","6.76999798761869",Georgetown,Guyana,"24849","7","0.35864"
"1547","-56.9919956388817","5.93800191789352",Nieuw Nickerie,Suriname,"0","0","0.39242"
"1548","-56.3166986936524","5.88329997052442",Totness,Suriname,"0","0",
"1549","-64.6217006610273","18.4090680751356",Road Town,British Virgin Is.,"0","0",
"1550","-66.068999561196","18.398997070613",San Juan,Puerto Rico,"320967","4","0.58337"
"1551","-64.9333346887296","18.3500009998078",Charlotte Amalie,Virgin Is.,"0","0",
"1552","-63.0666626317302","18.2166660166827",The Valley,Anguilla,"2812","7","0.48174"
"1553","-67.142996617149","18.2030040167586",Mayaguez,Puerto Rico,"0","0","0.58605"
"1554","-66.6140036094047","18.0209969798329",Ponce,Puerto Rico,"133191","5","0.55964"
"1555","-62.7319975812628","17.29299597145",Basseterre,St. Kitts & Nevis,"0","0",
"1556","-61.8421765565547","17.1247770329967",Saint John's,Antigua & Barbuda,"0","0","0.46219"
"1557","-62.2009975877015","16.6799970045079",Plymouth,Montserrat,"0","0","0.49599"
"1558","-61.0000015869612","14.0166990241017",Cul De Sac,St. Lucia,"0","0",
"1559","-61.7242586930417","16.0049160154536",Basse-Terre,Guadeloupe,"0","0","0.53009"
"1560","-61.3884686846599","15.2990009526589",Roseau,Dominica,"0","0",
"1561","-61.0759976406101","14.6074319992348",Fort-De-France,Martinique,"82502","6","0.50463"
"1562","-60.9830006232485","14.0000040396746",Castries,St. Lucia,"0","0",
"1563","-61.2293126242782","13.155363032594",Kingstown,St. Vincent & the Grenadines,"0","0",
"1564","-59.6158466175446","13.0958729810337",Bridgetown,Barbados,"0","0",
"1565","-61.7450035590569","12.0650039453358",Saint George's,Grenada,"38251","7","0.53124"
"1566","-55.1999965936769","5.59999806912105",Onverwacht,Suriname,"0","0","0.38953"
"1567","-55.0729976488897","5.91100193504973",Nieuw Amsterdam,Suriname,"0","0",
"1568","-55.1699997017677","5.82599695100208",Paramaribo,Suriname,"240924","5","0.38396"
"1569","-55.4810035676965","5.79699891845887",Groningen,Suriname,"0","0","0.3797"
"1570","-54.0739976217358","5.49600300777876",Albina,Suriname,"0","0","0.35419"
"1571","-54.9666985585624","5.06670298269243",Brokopondo,Suriname,"0","0","0.37836"
"1572","-52.3299956224864","4.93499702070703",Cayenne,French Guiana,"57614","6",
"1573","-51.0479996732148","0.036000078450069",Macapa,Brazil,"381091","4","0.32314"
"1574","-69.34499963086","77.4829980669849",Thule,Greenland,"0","0",
"1575","-80.729999677927","51.3299969966614",Moosonee,Canada,"0","0",
"1576","-52.7339966712604","47.5649999957771",Saint John's,Canada,"111038","5","0.68774"
"1577","-71.2449986074399","46.8019980351189",Quebec,Canada,"871000","3","0.62554"
"1578","-56.1940016620659","46.7859959307721",Saint-Pierre,St. Pierre & Miquelon,"0","0",
"1579","-73.6535336673155","45.5410170211942",Montreal,Canada,"4347000","2","0.59885"
"1580","-75.6510026845613","45.3740039621644",Ottawa,Canada,"1028514","2","0.61459"
"1581","-53.5529966473055","69.2440020702454",Godhavn,Greenland,"0","0",
"1582","-68.5414616204984","63.7553519337307",Iqaluit,Canada,"0","0",
"1583","-65.9673715781129","45.2424780464",Canaport,Canada,"0","0",
"1584","-51.579998691626","64.2711870047763",Nuuk,Greenland,"18128","7","0.63377"
"1585","-66.4025485898668","50.2825410373657",Sept-Iles,Canada,"0","0",
"1586","-63.1394456546549","46.2406049817686",Charlottetown,Canada,"0","0","0.65155"
"1587","-66.656996594994","45.9450000322495",Fredericton,Canada,"0","0","0.65083"
"1588","-66.8109956881086","54.8010000314476",Schefferville,Canada,"0","0","0.58241"
"1589","-66.0680007018299","45.2639970449723",Saint John,Canada,"70817","6",
"1590","-60.2815585837579","53.2950929421377",Goose Bay,Canada,"0","0","0.6005"
"1591","-1.63330171163972","49.6500029183482",Cherbourg,France,"0","0","0.78723"
"1592","-4.49999962899545","48.3832979901405",Brest,France,"139163","5","0.79372"
"1593","-22.9963226681659","70.5285719523497",Scoresbyund,Greenland,"0","0","0.57133"
"1594","-37.707767665137","65.6330309708283",Angmagssalik,Greenland,"0","0",
"1595","-2.53330163621598","49.4499960583435",St. Peter Port,Guernsey,"18958","7",
"1596","-2.0999965756132","49.1832989527734",St. Helier,Jersey,"0","0","0.79294"
"1597","-0.336995562951643","49.1750009401738",Caen,France,"106260","5","0.70544"
"1598","-1.6769966789106","48.119004038267",Rennes,France,"215366","5","0.56983"
"1599","-1.56200357358767","47.2190039482069",Nantes,France,"303382","4","0.56449"
"1600","-2.9666965544456","56.4667019480631",Dundee,United Kingdom,"0","0","0.80154"
"1601","-6.76999756144011","62.0209979627712",Torshavn,Faroe Is.,"13408","7",
"1602","-21.8950016123648","64.1349989178855",Reykjavik,Iceland,"127417","5","0.65858"
"1603","-1.40000367652516","50.9000039260109",Southampton,United Kingdom,"253651","4","0.73078"
"1604","-1.33329555872433","50.8166999484946",Fawley,United Kingdom,"0","0","0.74432"
"1605","-5.91000264950509","54.5869980529132",Belfast,United Kingdom,"280211","4","0.77029"
"1606","-1.46299470037638","53.3740410587803",Sheffield,United Kingdom,"518090","3","0.74071"
"1607","-6.25734871276581","53.3415599261814",Dublin,Ireland,"544107","3","0.77689"
"1608","-9.06499759251278","53.2710000107325",Galway,Ireland,"0","0",
"1609","-1.86334170447481","52.4927520405657",Birmingham,United Kingdom,"1085810","2","0.69708"
"1610","-8.4909956772446","51.8979959921975",Cork,Ireland,"124391","5","0.68847"
"1611","-0.178001676555652","51.4879109366984",London,United Kingdom,"8135667","1","0.6972"
"1612","-4.85677759888756","55.7367480670198",Hunterston,United Kingdom,"0","0","0.70105"
"1613","-1.16669670529302","54.6000030827108",Teesport,United Kingdom,"0","0","0.91849"
"1614","-3.24999862133268","55.9240019288395",Edinburgh,United Kingdom,"482005","4","0.78805"
"1615","-4.26994159844151","55.8628110362314",Glasgow,United Kingdom,"1209143","2","0.66176"
"1616","-4.47918261210492","54.1519289365049",Douglas,Isle of Man,"0","0",
"1617","-1.49752766486381","53.8087050711912",Leeds,United Kingdom,"474632","4","0.77779"
